law_type,file_type,total_words,eta_count,eta_ratio,eta_transparency,eta_transparent,eta_accountability,eta_disclosure,eta_openness,eta_audit,eta_oversight,eta_publicity,eta_compliance,eta_reporting
civil,public,1194.9722222222222,5.722222222222222,0.0062054104174638375,2.4722222222222223,0.5,0.8611111111111112,0.3888888888888889,0.19444444444444445,0.1111111111111111,0.7222222222222222,0.027777777777777776,0.3611111111111111,0.08333333333333333
common,public,847.8888888888889,8.86111111111111,0.0099972752467953,3.2222222222222223,0.3333333333333333,0.9722222222222222,2.388888888888889,0.08333333333333333,0.027777777777777776,0.8333333333333334,0.05555555555555555,0.5277777777777778,0.4166666666666667
